Food Name,Category Name,Calcium,Calories,Carbs,Cholesterol,Copper,Fats,Fiber,Folate,Iron,Magnesium,Monounsaturated Fat,Net carbs,Phosphorus,Polyunsaturated fat,Potassium,Protein,Saturated Fat,Selenium,Sodium,Vitamin A (IU),Vitamin A RAE,Vitamin B1,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Zinc,Manganese
Wasabi,Oils and Sauces,0.128,109.0,24.0,0.0,0.00016,0.63,7.8,1.8e-05,0.001,0.069,,16.0,0.08,,0.568,4.8,,,0.017,35.0,2e-06,0.00013,0.0,0.00011,0.00074,0.0002,0.00027,0.042,0.0016,0.00039
Miso,Oils and Sauces,0.057,198.0,25.0,0.0,0.0004199999999999,6.0,5.4,1.9e-05,0.0025,0.048,1.1,20.0,0.159,2.9,0.21,13.0,1.0,7e-06,3.728,87.0,4e-06,0.0001,8e-08,0.00023,0.00091,0.00034,0.0002,0.0,0.0026,0.00086
Soy milk,Oils and Sauces,0.025,54.0,6.3,0.0,0.00013,1.8,0.6,1.8e-05,0.00064,0.025,0.4,5.7,0.052,0.96,0.118,3.3,0.21,4.8e-06,0.051,3.0,0.0,6e-05,0.0,7.000000000000001e-05,0.00051,0.00037,8e-05,0.0,0.0001199999999999,0.00022
Soy sauce,Oils and Sauces,0.033,53.0,4.9,0.0,4e-05,0.57,0.8,1.4e-05,0.0015,0.074,0.09,4.1,0.166,0.26,0.435,8.1,0.07,5e-07,5.493,0.0,0.0,3e-05,0.0,0.00017,0.0022,0.0003,0.00015,0.0,0.00087,0.001
Peanut butter,Oils and Sauces,0.049,598.0,22.0,0.0,0.0004199999999999,51.0,5.0,8.7e-05,0.0017,0.168,26.0,17.0,0.335,13.0,0.558,22.0,10.0,4.1e-06,0.017,0.0,0.0,0.00015,0.0,0.00019,0.013,0.0011,0.00044,0.0,0.0025,0.0017
Sweet and sour,Oils and Sauces,0.01,150.0,38.0,0.0,8e-05,0.02,0.1,8e-06,0.0002099999999999,0.008,0.0,38.0,0.007,0.0,0.099,0.27,0.0,4.0000000000000003e-07,0.371,10.0,1e-06,5e-05,0.0,2e-05,0.00019,8.999999999999999e-05,5e-05,0.0087,8.999999999999999e-05,0.00076
Cocktail sauce,Oils and Sauces,0.026,124.0,28.0,0.0,0.00011,1.1,1.8,1.7e-05,0.00083,0.017,0.0,26.0,0.03,0.0,0.309,1.4,0.0,2.2e-06,0.983,359.0,1.8e-05,2e-05,0.0,5e-05,0.00082,7.000000000000001e-05,8e-05,0.012,0.00038,0.00015
Green Goddess Dressing,Oils and Sauces,0.034,427.0,7.4,0.04,1e-05,43.0,0.1,4e-06,0.00035,0.007,9.4,7.3,0.031,23.0,0.058,1.9,6.0,1.6e-06,0.867,41.0,1e-05,2e-05,2.6e-07,5e-05,0.00014,,1e-05,0.0002,0.00025,
Tomato sauce,Oils and Sauces,0.014,24.0,5.3,0.0,0.0001199999999999,0.3,1.5,9e-06,0.0009599999999999,0.015,0.04,3.8,0.027,0.12,0.297,1.2,0.04,6e-07,0.011,435.0,2.2e-05,2e-05,0.0,7.000000000000001e-05,0.00099,0.00031,0.0001,0.007,0.00022,0.00011
Vegetable oil,Oils and Sauces,0.0,884.0,0.0,0.0,0.0,100.0,0.0,0.0,0.00013,0.0,48.0,0.0,0.0,33.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2e-05,0.0
