Access to electricity (% of population),"Adjusted net savings, including particulate emission damage (% of GNI)",Age dependency ratio (% of working-age population),Agricultural land (% of land area),"Agriculture, forestry, and fishing, value added (% of GDP)","Air transport, registered carrier departures worldwide","Annual freshwater withdrawals, total (% of internal resources)",Arable land (% of land area),"Birth rate, crude (per 1,000 people)",Cereal yield (kg per hectare),"Children out of school, primary, female","Children out of school, primary, male",Container port traffic (TEU: 20 foot equivalent units),"Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, male (% of male employment) (modeled ILO estimate)",Crop production index (2014-2016 = 100),"Current account balance (BoP, current US$)","Death rate, crude (per 1,000 people)",Diabetes prevalence (% of population ages 20 to 79),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Expense (% of GDP),Exports of goods and services (% of GDP),External debt stocks (% of GNI),"External debt stocks, total (DOD, current US$)","Fertility rate, total (births per woman)",Fertilizer consumption (kilograms per hectare of arable land),Fixed broadband subscriptions (per 100 people),Fixed telephone subscriptions (per 100 people),Food production index (2014-2016 = 100),Forest area (% of land area),Forest area (sq. km),Fuel exports (% of merchandise exports),GDP (current US$),GDP growth (annual %),"GNI per capita, PPP (current international $)","GNI, PPP (current international $)","Government expenditure on education, total (% of GDP)","Grants, excluding technical cooperation (BoP, current US$)",Gross savings (% of GDP),High-technology exports (% of manufactured exports),High-technology exports (current US$),"Immunization, DPT (% of children ages 12-23 months)","Immunization, measles (% of children ages 12-23 months)",Imports of goods and services (% of GDP),"Incidence of tuberculosis (per 100,000 people)","Industry (including construction), value added (% of GDP)","Inflation, consumer prices (annual %)","Intentional homicides (per 100,000 people)","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Labor force, female (% of total labor force)","Labor force, total",Land area (sq. km),"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)",Livestock production index (2014-2016 = 100),Medium and high-tech exports (% manufactured exports),Medium and high-tech manufacturing value added (% manufacturing value added),Merchandise exports (current US$),Merchandise imports (current US$),Merchandise trade (% of GDP),Military expenditure (% of GDP),Mobile cellular subscriptions (per 100 people),"Mortality rate, under-5 (per 1,000 live births)",Net ODA received (% of GNI),Net ODA received per capita (current US$),Net acquisition of financial assets (% of GDP),"Net incurrence of liabilities, total (% of GDP)",Net lending (+) / net borrowing (-) (% of GDP),Net migration,Net official development assistance received (current US$),Permanent cropland (% of land area),Population ages 0-14 (% of total population),Population ages 15-64 (% of total population),Population ages 65 and above (% of total population),Population growth (annual %),Population in urban agglomerations of more than 1 million (% of total population),"Population, female (% of total population)","Population, total","Prevalence of HIV, total (% of population ages 15-49)",Prevalence of undernourishment (% of population),Price level ratio of PPP conversion factor (GDP) to market exchange rate,"Primary completion rate, total (% of relevant age group)",Proportion of seats held by women in national parliaments (%),Renewable energy consumption (% of total final energy consumption),"Renewable internal freshwater resources, total (billion cubic meters)","Revenue, excluding grants (% of GDP)",Risk of catastrophic expenditure for surgical care (% of people at risk),Risk of impoverishing expenditure for surgical care (% of people at risk),Rural population,Rural population (% of total population),"School enrollment, primary (% gross)","School enrollment, secondary (% gross)","School enrollment, tertiary (% gross)",Secure Internet servers (per 1 million people),Short-term debt (% of total reserves),Surface area (sq. km),"Technical cooperation grants (BoP, current US$)","Total debt service (% of exports of goods, services and primary income)","Total reserves (includes gold, current US$)",Trained teachers in primary education (% of total teachers),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Urban population,Urban population (% of total population),"Vulnerable employment, female (% of female employment) (modeled ILO estimate)","Vulnerable employment, male (% of male employment) (modeled ILO estimate)"
35.8,,76.6,28.99,33.03,,1.09,10.67,31.09,1352.7,,,,13.45,8.01,126.14,-14127802.76,8.72,2.1,7.14,,24.68,65.36,1072516429.0,4.01,31.72,0.16,,120.96,70.11,19715.7,,1724555634.0,6.4,2300.0,4740590357.0,,103350000.0,23.42,,,67.0,63.0,30.87,361.0,15.47,2.24,,48.9,63.19,45.1,683858.0,28120.0,61.8,57.39,59.65,100.11,,,300000000.0,412000000.0,41.29,1.6,108.53,74.5,9.71,82.06,,,,-1395.0,169100006.1,8.89,40.56,56.63,2.81,2.2,,50.64,2060721.0,2.5,37.9,0.37,,13.73,87.4,16.0,,70.8,82.2,1141289.0,55.38,,,,5.82,,36130.0,17580000.0,11.14,,,3.63,919432.0,44.62,79.09,60.68
92.9,,53.56,5.3,13.46,624.0,0.6,2.13,20.3,5442.6,7923.0,7854.0,,5.63,1.75,97.56,-2503315525.0,9.99,11.7,2.8,,,24.87,1889705076.0,2.4,60.89,11.65,15.3,102.85,93.5,184061.33,68.95,8041362110.0,20.01,21900.0,17621818093.0,,40430000.0,,0.22,139915.0,98.0,95.0,,64.0,50.39,5.03,16.28,39.33,60.22,41.26,283296.0,196850.0,69.1,62.48,65.67,139.31,,,4356000000.0,4376000000.0,108.59,1.0,106.39,27.5,1.83,172.53,,,,-4316.0,138809997.6,0.15,28.71,65.12,6.16,0.92,,51.07,804567.0,1.5,2.5,0.43,,35.71,13.2,241.0,,,,588163.0,73.1,99.72,85.52,,65.87,7.16,214970.0,5350000.0,2.34,790784502.1,,14.93,216404.0,26.9,30.38,27.92
47.2,7.98,58.35,65.13,20.68,1563.0,11.15,36.47,23.5,1054.8,,,,26.55,14.23,74.27,87655854.75,8.68,8.9,5.88,,7.14,12.46,2604100585.0,2.81,7.43,0.27,0.05,79.41,12.49,3441.9,,20877414953.0,-1.8,3120.0,35698748270.0,1.24,954550000.0,13.4,,,51.0,65.0,30.03,159.0,25.53,16.84,13.01,62.24,69.06,48.25,5078941.0,27560.0,66.12,60.4,63.19,100.99,3.8,5.26,1130000000.0,4304000000.0,26.03,0.11,63.93,58.2,4.55,83.12,,,,-32977.0,951479980.5,10.89,32.36,63.15,4.49,1.24,24.84,50.44,11447569.0,1.7,45.0,0.59,,,76.7,13.01,,37.9,49.5,4812100.0,42.04,,,,7.86,0.0,27750.0,44430000.0,1.97,2457439222.0,,15.25,6635469.0,57.96,82.12,67.43
94.1,19.36,53.31,31.96,10.89,14225.0,1.77,9.1,21.07,1870.7,126108.0,150742.0,824876.0,8.24,5.29,105.87,-1537682902.0,5.61,5.1,4.22,,39.37,47.84,12494060703.0,2.36,191.12,4.1,4.52,108.7,56.65,63383.1,0.01,28144331507.0,12.57,5690.0,58446482549.0,5.81,366160000.0,18.27,1.45,21992491.0,77.0,81.0,64.01,30.0,25.82,4.48,38.34,49.4,75.29,39.43,4452659.0,111890.0,72.53,67.89,70.12,114.8,43.95,7.16,10247000000.0,15067000000.0,89.94,1.54,73.56,16.6,2.4,60.06,,,,-5779.0,617309997.6,5.36,30.57,65.23,4.2,1.54,14.45,49.5,10278345.0,0.2,18.7,0.44,72.69,27.34,45.9,90.66,,50.1,45.6,4215972.0,41.02,83.98,54.56,22.46,113.54,11.69,112490.0,33130000.0,14.9,8666862381.0,,7.94,6062373.0,58.98,47.88,29.05
100.0,,46.58,3.81,0.08,55653.0,,1.9,5.0,2069.7,,,17772000.0,0.23,0.1,101.47,43658556611.0,6.9,7.8,1.17,,204.01,,,0.77,,39.22,50.8,162.56,,,0.1,369000000000.0,6.45,70450.0,522000000000.0,4.0,,28.61,70.55,432000000000.0,,,198.45,57.0,5.99,1.57,0.31,54.15,65.7,49.86,3866026.0,1050.0,87.94,83.24,85.53,175.19,38.75,36.03,670000000000.0,712000000000.0,374.64,,319.43,,,,,,,0.0,,0.95,12.17,68.22,19.6,-0.91,100.0,53.88,7413100.0,,2.5,0.76,119.09,,0.4,,,,,0.0,0.0,106.03,100.2,97.38,100440.3,,1110.0,,,497000000000.0,96.15,5.17,7413100.0,100.0,4.02,8.33
100.0,11.53,53.78,55.27,3.46,130120.0,77.88,45.36,9.7,5920.0,6890.0,7096.0,,0.39,0.2,85.88,-7337346840.0,16.1,7.0,3.48,35.39,79.94,,,1.61,161.81,34.84,30.4,92.11,22.48,20515.57,3.2,182000000000.0,7.06,37420.0,363000000000.0,4.68,,26.57,16.4,19838941890.0,99.0,99.0,79.75,3.7,24.18,5.11,0.77,52.41,66.98,46.52,4920977.0,91260.0,77.8,70.7,74.16,104.86,76.11,54.62,142000000000.0,143000000000.0,156.36,1.68,106.93,4.0,,,-0.82,7.1,-7.81,19870.0,,1.64,14.55,65.03,20.42,-0.41,18.25,52.07,9709891.0,,2.5,0.49,94.3,13.07,15.3,6.0,25.7,23.4,0.5,2694980.0,27.76,101.46,99.7,56.53,41760.41,,93030.0,,,43483375179.0,,4.05,7014911.0,72.25,7.23,9.21
100.0,5.7,50.5,18.57,4.35,24518.0,0.17,1.2,13.1,3120.8,221.0,255.0,390000.0,1.35,1.42,101.66,-687447229.0,6.3,5.5,12.33,35.55,37.25,,,1.82,139.87,38.41,27.0,103.8,0.52,520.03,1.15,25797870984.0,5.15,62050.0,23115224566.0,8.22,,20.24,33.49,239162849.0,92.0,92.0,39.04,2.2,20.56,4.44,0.54,69.05,77.48,45.91,222391.0,100830.0,84.6,81.8,83.17,103.47,36.72,13.9,5987000000.0,7817000000.0,53.51,,118.07,2.7,,,-2.57,4.92,-7.48,622.0,,,18.63,66.45,14.93,1.64,,48.74,372520.0,0.1,2.5,1.12,98.53,47.62,82.4,170.0,28.81,25.6,0.0,22560.0,6.06,98.57,115.16,86.52,78946.1,,103000.0,,,7078849096.0,,6.03,349960.0,93.94,7.76,11.9
99.6,15.41,48.13,60.05,17.37,739481.0,44.78,51.95,16.42,3497.9,1130417.8,1627908.07,19561769.0,34.24,8.99,120.63,-33422359358.0,9.45,9.6,4.21,,21.4,19.82,612000000000.0,2.03,193.25,1.95,1.68,126.11,24.36,724264.0,14.28,3170000000000.0,9.69,7990.0,11300000000000.0,4.64,783620000.0,29.87,10.21,27447578528.0,85.0,89.0,24.02,200.0,26.47,5.13,2.94,26.73,74.24,25.4,535026237.0,2973190.0,68.89,65.76,67.24,135.29,35.61,45.46,395000000000.0,573000000000.0,30.58,2.47,81.99,30.6,0.1,2.23,,,,-301970.0,3135310059.0,4.57,25.69,67.51,6.8,0.8,16.01,48.39,1407563842.0,0.2,16.6,0.28,99.09,14.44,34.9,1446.0,,22.8,43.9,909384771.0,64.61,102.32,80.62,31.57,530.68,17.96,3287260.0,514490000.0,7.39,638000000000.0,89.51,6.38,498179071.0,35.39,77.75,73.45
99.2,10.78,47.61,34.13,13.28,348232.0,11.03,13.9,16.43,5331.0,,,12910700.0,25.39,6.84,108.64,3510715050.0,10.07,10.6,3.04,15.51,21.42,35.63,411000000000.0,2.18,279.22,4.49,3.26,111.75,48.36,915276.63,19.48,1190000000000.0,3.7,12550.0,3430000000000.0,1.03,1035860000.0,32.94,7.2,7492179183.0,67.0,72.0,18.79,339.0,39.84,1.56,,52.03,79.69,39.47,134381715.0,1892555.47,69.74,65.53,67.57,171.35,30.3,30.99,232000000000.0,196000000000.0,36.05,0.74,133.65,22.0,0.05,2.29,0.56,5.11,-4.55,-14992.0,625900024.4,14.42,25.48,67.74,6.78,0.69,13.89,49.64,273753191.0,0.4,5.9,0.34,103.38,21.04,20.2,2018.7,11.82,7.4,23.3,116919988.0,42.71,101.99,99.1,41.0,2213.18,32.66,1916906.77,285350000.0,28.86,145000000000.0,,3.83,156833203.0,57.29,58.9,43.96
100.0,,45.32,29.01,12.39,157785.88,72.33,9.68,13.7,1635.2,,,1550304.0,15.9,1.75,84.35,,6.44,9.1,9.32,,22.84,2.88,10348874167.0,1.69,68.29,12.07,33.1,89.6,6.64,107656.3,47.91,359000000000.0,4.72,15040.0,1320000000000.0,,150230000.0,,0.38,96091680.0,98.0,99.0,21.53,12.0,38.01,43.39,,13.19,67.62,16.15,27176983.0,1622500.0,76.81,71.25,73.88,102.36,33.01,38.43,71646000000.0,49086000000.0,33.62,2.19,154.55,12.4,0.08,3.45,,,,28080.0,303769989.0,1.17,23.81,68.81,7.38,0.72,25.2,49.47,87923432.0,0.1,6.1,0.27,,5.59,0.9,128.5,,32.2,32.2,20798288.0,23.66,,,55.8,3128.53,,1745150.0,155420000.0,0.44,,,9.28,67125144.0,76.35,38.83,39.8
100.0,9.44,71.03,21.71,3.28,20505.0,120.52,11.45,27.37,2729.6,,,,14.28,3.41,127.72,24565000000.0,4.75,10.7,4.96,,37.32,12.32,25341439233.0,3.5,55.18,14.83,5.9,127.65,1.9,8250.0,,210000000000.0,1.5,12470.0,543000000000.0,,1320320000.0,40.51,,,78.0,75.0,24.18,24.0,54.61,6.04,,10.92,69.17,13.94,10683686.0,434128.0,72.42,68.2,70.38,123.89,0.04,5.86,91514000000.0,50707000000.0,67.82,2.3,93.6,24.3,0.87,41.59,,,,-60097.0,1810680054.0,1.08,38.12,58.47,3.41,2.27,23.86,49.93,43533592.0,0.1,16.3,0.38,,28.88,1.1,35.2,,,,12572937.0,28.88,,,,21.32,0.97,435050.0,218730000.0,5.33,64231022303.0,,16.17,30960655.0,71.12,22.14,27.63
100.0,20.12,53.24,62.96,0.99,493773.0,3.23,6.33,12.0,8606.5,,,1143007.0,0.99,0.96,95.17,70908717710.0,6.8,3.0,1.09,20.23,133.74,,,1.78,1637.09,31.36,25.7,119.25,11.41,7860.2,0.57,513000000000.0,15.13,85210.0,429000000000.0,3.01,,37.11,28.48,49840175468.0,94.0,90.0,93.67,4.8,38.47,2.34,0.44,57.85,68.94,46.48,2551560.0,68890.0,84.3,80.5,82.35,121.26,61.57,54.37,191000000000.0,120000000000.0,60.57,0.25,107.77,3.2,,,3.18,4.61,-1.4,15320.0,,0.01,19.91,65.26,14.83,0.95,24.68,50.45,5033164.0,0.2,2.5,0.89,98.35,22.5,12.7,49.0,19.44,0.1,0.0,1816368.0,36.09,99.98,135.25,78.78,115682.5,,70280.0,,,13246996093.0,,6.19,3216796.0,63.91,6.11,14.05
100.0,,58.58,68.77,0.34,,,40.7,8.53,,,,,,,,,10.6,6.3,,,,,,1.56,,,,,6.07,34.6,,7931193222.0,3.84,,,,,,,,,,,,9.42,,,,,,,570.0,82.53,78.56,80.53,,,,,,,,,,,,,,,517.0,,,14.9,63.06,22.04,0.26,,50.47,84263.0,,,,,,3.2,,,,,39540.0,46.92,,,,31045.65,,570.0,,,,,,44723.0,53.08,,
100.0,19.2,66.94,29.74,1.26,23090.0,204.0,17.42,19.7,3353.4,17583.0,20069.0,3075997.0,0.04,0.02,94.81,19095000000.0,5.4,8.5,2.39,35.7,29.4,,,3.0,265.38,29.71,39.1,101.44,6.47,1400.0,,489000000000.0,8.61,45530.0,427000000000.0,6.18,,29.27,29.6,16092016000.0,98.0,99.0,25.8,2.8,17.17,1.51,1.94,59.68,67.06,47.79,4262382.0,21640.0,84.6,80.5,82.5,105.12,66.83,46.9,60159000000.0,92155000000.0,31.18,4.98,140.45,3.4,,,0.55,5.37,-4.45,16856.0,,4.74,28.17,59.9,11.93,1.68,57.82,50.14,9371400.0,,2.5,1.13,94.71,28.33,6.2,0.75,27.66,1.8,1.3,686549.0,7.33,96.25,96.93,58.99,13021.96,,22070.0,,,213000000000.0,,4.81,8684851.0,92.67,7.2,9.4
100.0,7.69,57.07,41.94,1.9,37123.0,18.44,24.32,6.8,5562.8,27996.0,27644.0,11303247.0,1.35,0.74,95.16,51549414015.0,11.9,6.4,2.51,36.99,32.11,,,1.25,133.22,31.29,33.5,99.4,32.53,96199.4,3.1,2150000000000.0,8.31,50540.0,2990000000000.0,4.22,,24.13,7.77,36849787531.0,94.0,94.0,29.96,4.6,23.2,1.87,0.51,40.1,57.62,42.64,25087249.0,295717.0,84.9,80.5,82.65,107.33,53.68,43.54,616000000000.0,567000000000.0,54.9,1.72,131.86,2.8,,,0.04,8.91,-8.99,28021.0,,7.33,12.65,63.67,23.68,-0.52,19.28,51.26,59133173.0,0.2,2.5,0.73,97.71,35.71,17.5,182.5,27.16,0.7,0.2,16944019.0,28.65,101.09,101.83,71.27,24823.39,,302068.0,,,227000000000.0,,9.5,42189154.0,71.35,12.54,18.43
100.0,30.81,38.0,38.5,8.34,,12.38,11.08,11.71,1118.0,19960.0,19824.0,1975401.0,1.07,0.73,104.45,149262141.4,8.8,11.1,3.85,,,124.88,17782171681.0,1.35,65.29,14.57,16.7,105.65,55.47,6007.73,27.07,14657586159.0,4.6,9340.0,26400811208.0,5.63,64830000.0,,2.47,1034853.0,90.0,88.0,,3.2,20.93,5.86,52.13,60.42,74.33,45.55,1516188.0,10830.0,72.54,68.47,70.5,106.92,1.3,18.77,1481000000.0,5971000000.0,50.84,1.47,102.75,18.9,0.41,20.72,,,,-5664.0,58580001.83,6.28,20.3,72.46,7.24,0.26,,50.39,2827695.0,1.3,8.3,0.54,,28.57,10.5,10.82,,3.3,6.5,1225749.0,43.35,90.64,87.28,,177.53,46.7,10990.0,8470000.0,28.12,4837564537.0,100.0,5.19,1601946.0,56.65,30.14,37.6
100.0,3.55,71.12,12.78,1.01,657016.0,18.23,11.21,6.6,6787.3,,,22353926.0,3.78,0.74,95.82,197000000000.0,11.7,6.6,3.25,21.64,18.13,,,1.3,216.96,35.94,48.9,100.37,68.41,249350.0,1.35,5030000000000.0,2.56,46680.0,5870000000000.0,3.34,,29.55,18.0,117000000000.0,99.0,95.0,18.65,11.0,29.26,-0.23,0.23,53.55,71.31,44.6,68881069.0,364500.0,87.57,81.47,84.45,104.09,79.91,56.06,756000000000.0,769000000000.0,30.29,1.02,160.88,2.3,,,1.15,8.66,-7.25,87584.0,,0.72,11.77,58.44,29.79,-0.46,64.88,51.4,125681593.0,,3.2,0.9,,9.68,8.8,430.0,14.3,0.3,0.1,10221684.0,8.13,102.22,102.16,63.17,25729.87,,377974.0,,,1410000000000.0,,2.83,115459909.0,91.87,7.53,8.62
99.9,4.17,57.07,11.52,4.79,19200.0,135.72,2.24,21.95,1532.0,16133.0,12835.0,765662.0,0.2,0.42,95.89,-3717605634.0,3.87,15.4,3.39,,30.31,90.57,41718455873.0,2.83,138.9,6.46,3.69,109.96,1.1,975.0,0.71,46296100141.0,3.66,9070.0,101000000000.0,3.14,2309510000.0,17.69,1.71,109412830.0,77.0,76.0,50.18,4.2,23.42,1.35,1.02,13.93,61.22,17.17,2905249.0,88794.0,76.77,72.13,74.26,133.64,37.39,19.9,9358000000.0,21542000000.0,66.74,4.81,65.26,14.6,7.48,309.21,,,,14374.0,3447149902.0,0.92,32.61,63.67,3.72,1.99,19.57,48.15,11148278.0,0.1,,0.46,96.96,11.54,11.5,0.68,,,,933557.0,8.37,98.0,90.06,30.45,143.79,,89318.0,223020000.0,21.67,,100.0,19.84,10214721.0,91.63,2.64,9.57
100.0,-0.2,59.95,79.19,5.03,72454.0,38.21,10.99,23.5,1048.8,63822.0,72465.0,,0.08,0.1,108.65,-2672736623.0,9.61,6.6,5.81,17.12,33.64,93.0,161000000000.0,3.32,4.45,13.95,15.1,115.29,1.29,34839.19,65.61,197000000000.0,4.3,29730.0,571000000000.0,4.39,72980000.0,24.5,27.34,2117626840.0,95.0,97.0,25.02,72.0,35.27,8.04,,64.39,75.38,49.38,9402181.0,2699700.0,74.03,66.33,70.23,123.89,38.69,16.91,60625000000.0,41171000000.0,51.64,0.82,127.48,10.0,0.03,3.0,-1.53,2.9,-4.43,-18917.0,57549999.24,0.05,29.53,62.52,7.95,2.3,16.36,51.92,19191356.0,,2.5,0.3,97.0,27.1,2.0,64.35,12.34,0.4,0.5,8094722.0,42.18,100.47,95.73,61.23,4467.43,36.68,2724900.0,37280000.0,42.07,34377998806.0,100.0,5.56,11096634.0,57.82,23.55,25.55
76.5,7.15,70.18,48.69,21.48,50778.0,19.48,10.19,27.69,1487.7,,,1435565.0,30.41,19.94,133.91,-5744077674.0,8.06,4.0,4.76,20.14,10.77,38.21,41219330147.0,3.34,60.66,1.48,0.12,123.29,6.34,36110.9,0.92,110000000000.0,7.59,5270.0,279000000000.0,4.89,1401950000.0,16.26,3.13,57056299.0,91.0,89.0,19.92,249.0,17.15,6.11,5.27,72.23,75.22,49.78,24065691.0,569140.0,64.09,58.94,61.43,103.55,20.42,15.05,6739000000.0,19559000000.0,23.97,1.07,122.79,41.9,2.95,59.94,3.49,10.86,-4.51,-52549.0,3176919922.0,1.07,38.4,58.76,2.84,1.94,11.82,50.42,53005614.0,3.9,27.8,0.39,,21.61,67.7,20.7,18.01,,,37902724.0,71.51,,,,261.26,25.66,580370.0,158800000.0,20.58,9490896581.0,,5.69,15102890.0,28.49,69.01,52.1
92.8,,66.43,41.98,,3312.79,,2.47,27.21,,465.0,413.0,,,,92.93,20250958.69,6.24,22.1,6.85,82.97,3.72,,,3.3,0.0,0.09,0.0,94.6,1.46,11.8,0.02,289207526.3,8.71,4730.0,609864880.0,14.2,56000000.0,,2.3,4264.0,90.0,80.0,69.79,424.0,,2.05,,,,,,810.0,69.1,65.5,67.42,110.97,,,9000000.0,176000000.0,63.97,,40.84,57.7,16.16,565.36,-3.11,-0.32,-2.79,-296.0,72860000.61,39.51,36.17,60.09,3.74,1.89,,51.33,128874.0,,12.1,0.74,98.54,6.67,42.2,,74.64,0.0,32.4,56273.0,43.67,100.46,86.41,,38.8,,810.0,18780000.0,,,90.85,,72601.0,56.34,,
52.6,,43.48,21.55,,9.33,12.92,19.06,13.24,3461.4,,,,59.48,15.1,93.76,,9.31,8.6,6.48,,,,,1.81,18.87,,4.5,93.54,49.9,60088.6,,,,,,,20300000.0,,,,41.0,42.0,,513.0,,,,68.64,78.37,47.66,15453092.0,120410.0,75.74,70.83,73.28,94.67,,,80000000.0,631000000.0,,,23.1,15.8,,0.78,,,,-1589.0,20129999.16,2.08,18.95,69.69,11.36,0.4,11.97,50.55,25971909.0,,45.5,,,17.61,14.7,67.0,,,,9702586.0,37.36,,,,6.31,,120540.0,2230000.0,,,,3.13,16269323.0,62.64,87.87,75.67
100.0,17.71,39.94,16.42,1.86,287163.0,45.02,13.76,5.1,6826.1,20422.0,18877.0,29786900.0,7.28,1.02,95.82,85228200000.0,6.2,6.8,5.32,30.49,41.88,,,0.81,281.48,44.25,44.8,102.0,64.31,62770.0,6.21,1820000000000.0,4.3,49120.0,2540000000000.0,4.87,,36.75,36.01,204000000000.0,98.0,98.0,38.32,44.0,32.43,2.5,0.52,53.62,72.63,42.72,28772631.0,97600.0,86.6,80.6,83.53,108.55,75.88,63.61,644000000000.0,615000000000.0,69.26,2.81,140.57,2.9,,,4.8,5.57,-0.77,43440.0,,2.09,11.89,71.46,16.65,-0.13,50.43,50.06,51769539.0,,2.5,0.72,98.48,19.0,3.6,64.85,29.93,0.1,0.1,9621887.0,18.59,98.68,98.1,100.32,7334.12,,100430.0,,,463000000000.0,100.0,3.64,42147652.0,81.41,17.68,20.18
,,46.87,,6.92,,,,11.14,,,,,,,,-818350534.7,7.22,,,,33.41,34.87,3344115219.0,1.52,,,,,,,,9413403724.0,10.75,12600.0,22500265187.0,,281030000.0,27.22,,,,,65.23,,27.45,3.35,,,,,,,79.55,74.15,76.81,,,,,,,0.85,,10.0,4.73,253.91,,,,-15050.0,453500000.0,,22.0,68.09,9.91,-0.23,,50.16,1786038.0,,,0.43,,,,,,,,,,,,,,88.54,,70330000.0,11.67,1244319385.0,,,,,,
100.0,,34.37,8.42,0.49,20436.0,,0.45,10.41,14434.6,,,,0.02,0.01,104.95,34943331016.0,2.91,24.9,7.75,,,,,2.11,1208.14,1.62,,111.4,0.35,62.5,94.63,142000000000.0,1.7,58120.0,247000000000.0,7.76,,,1.19,33548389.0,94.0,94.0,,20.0,57.6,3.42,,46.71,84.8,24.62,2367558.0,17820.0,81.46,77.19,78.67,116.09,7.46,31.92,63128000000.0,31889000000.0,67.02,6.59,162.78,8.7,,,,,,-36843.0,,0.34,21.12,74.42,4.46,-2.56,74.76,39.04,4250114.0,0.1,2.5,0.67,,1.54,0.1,0.0,,,,0.0,0.0,,,61.56,411.05,,17820.0,,,49525016981.0,100.0,3.0,4250114.0,100.0,0.04,1.84
99.7,-2.65,63.53,54.05,12.41,1497.6,15.75,6.71,22.4,2334.9,17084.0,14940.0,,13.9,2.78,97.94,-737695886.6,5.8,6.6,5.15,19.16,35.81,105.03,9061165088.0,2.89,22.65,4.43,3.59,105.51,6.95,13336.2,3.63,9249133946.0,5.51,5410.0,36659194721.0,6.17,321030000.0,18.37,16.3,87115119.0,89.0,93.0,64.46,115.0,23.75,11.91,,52.65,78.24,42.05,2883559.0,191800.0,76.1,67.9,71.9,112.81,20.06,2.12,2752000000.0,5580000000.0,90.08,1.56,130.38,17.5,5.24,66.8,2.3,2.75,-0.45,-16510.0,452489990.2,0.4,34.46,61.15,4.39,2.9,,50.89,6773400.0,0.2,4.8,0.24,96.32,20.45,27.6,48.93,22.19,,,4257353.0,62.85,95.4,94.77,52.53,521.6,18.06,199950.0,48670000.0,17.9,2982533268.0,96.73,4.1,2516047.0,37.15,29.28,34.06
100.0,,54.74,8.8,16.07,2758.0,3.86,5.3,21.97,4158.2,24271.0,20041.0,,32.01,19.64,104.6,446504970.5,6.61,6.2,4.25,10.76,,108.36,19239005262.0,2.5,50.89,2.02,17.4,107.39,71.75,165610.0,27.42,18827148531.0,2.53,7650.0,56795189947.0,1.86,383870000.0,,7.29,109835608.0,75.0,73.0,,143.0,34.13,3.76,,55.4,62.03,47.02,3008076.0,230800.0,70.08,66.15,68.06,181.18,13.82,3.77,7695000000.0,6275000000.0,74.2,,64.96,41.8,3.24,77.53,-0.45,0.13,-0.6,-10303.0,575679992.7,0.56,31.02,64.63,4.36,1.43,,49.6,7425057.0,0.4,4.7,0.31,90.18,21.95,51.5,190.4,12.82,24.6,33.1,4682315.0,63.06,100.34,59.83,12.46,82.56,44.15,236800.0,97960000.0,23.81,1950518268.0,99.1,2.0,2742742.0,36.94,85.34,72.7
100.0,3.07,59.34,31.66,4.14,23795.0,1.07,21.89,9.2,3900.2,531.0,994.0,434146.0,0.62,0.68,100.47,-1578892164.0,18.4,5.9,3.1,40.12,64.59,,,1.57,111.81,25.98,10.1,101.36,54.87,34146.6,5.9,39443126174.0,6.73,36090.0,68020637068.0,4.62,,21.07,16.98,1946947495.0,94.0,97.0,67.74,16.0,20.35,3.28,3.04,54.29,67.28,49.32,956869.0,62230.0,78.0,68.2,72.98,102.53,40.95,25.2,20833000000.0,24446000000.0,114.8,2.07,115.36,3.5,,,4.0,14.87,-10.87,-6815.0,,0.14,15.63,62.76,21.61,-0.84,,53.68,1884490.0,0.7,2.5,0.57,98.07,29.0,44.0,16.94,28.0,84.2,6.8,595103.0,31.58,99.74,105.81,93.48,22572.69,,64590.0,,,5491144973.0,100.0,7.51,1289387.0,68.42,7.54,8.94
100.0,-27.91,59.34,66.4,1.4,13934.0,37.75,13.62,14.95,2178.2,,,675077.0,1.78,0.5,97.15,-4556486559.0,8.27,8.0,3.55,6.3,26.03,309.35,66900293415.0,2.09,146.32,7.56,15.3,102.46,14.07,1439.3,0.24,23131941557.0,-7.0,11090.0,62012378736.0,,1306790000.0,-4.93,2.15,43838265.0,67.0,67.0,52.8,9.7,2.76,154.76,,27.6,65.24,31.92,1839833.0,10230.0,77.25,72.85,75.05,118.15,27.71,19.95,4590000000.0,13857000000.0,79.75,3.37,76.68,16.4,6.47,250.2,2.18,1.7,0.49,-115122.0,1399290039.0,13.69,27.62,62.76,9.62,-1.25,43.53,51.48,5592631.0,0.1,,0.35,,4.69,6.8,4.8,6.87,,,609988.0,10.91,,,58.44,348.67,36.48,10450.0,171160000.0,67.32,35239219336.0,22.57,12.62,4982643.0,89.09,12.23,25.26
